value	parameterChar	parameter	nSeq	protocol	matrix	nSim
0.0017473118279569893	Region2_Region1	migrationRate	500	biased_50	3demes	8
0.6829301075268818	Region2_Region2	migrationRate	500	biased_50	3demes	8
0.0005376344086021505	Region3_Region2	migrationRate	500	biased_50	3demes	8
0.027822580645161292	Region3_Region3	migrationRate	500	biased_50	3demes	8
NA	Region2_Region3	migrationRate	500	biased_50	3demes	8
NA	Region3_Region1	migrationRate	500	biased_50	3demes	8
0.13805909898272242	Region1	locationFrequency	500	biased_50	3demes	8
0.8280316486355562	Region2	locationFrequency	500	biased_50	3demes	8
0.0339092523817213	Region3	locationFrequency	500	biased_50	3demes	8
1989.490411	NA	mrcaDate	500	biased_50	3demes	8
Region1	NA	mrcaLocation	500	biased_50	3demes	8
20.364383999999973	NA	treeHeight	500	biased_50	3demes	8
1316.0	Region1_Region1	migrationCount	150	uniformS_2.5	3demes	11
29.0	Region1_Region2	migrationCount	150	uniformS_2.5	3demes	11
4.0	Region1_Region3	migrationCount	150	uniformS_2.5	3demes	11
17.0	Region2_Region1	migrationCount	150	uniformS_2.5	3demes	11
2351.0	Region2_Region2	migrationCount	150	uniformS_2.5	3demes	11
6.0	Region2_Region3	migrationCount	150	uniformS_2.5	3demes	11
3.0	Region3_Region2	migrationCount	150	uniformS_2.5	3demes	11
623.0	Region3_Region3	migrationCount	150	uniformS_2.5	3demes	11
NA	Region3_Region1	migrationCount	150	uniformS_2.5	3demes	11
0.12146944803396714	Region1_Region1	migrationRate	150	uniformS_2.5	3demes	11
0.0026767583533321027	Region1_Region2	migrationRate	150	uniformS_2.5	3demes	11
0.00036920804873546244	Region1_Region3	migrationRate	150	uniformS_2.5	3demes	11
0.0015691342071257153	Region2_Region1	migrationRate	150	uniformS_2.5	3demes	11
0.21700203064426804	Region2_Region2	migrationRate	150	uniformS_2.5	3demes	11
0.0005538120731031936	Region2_Region3	migrationRate	150	uniformS_2.5	3demes	11
0.0002769060365515968	Region3_Region2	migrationRate	150	uniformS_2.5	3demes	11
0.05750415359054827	Region3_Region3	migrationRate	150	uniformS_2.5	3demes	11
NA	Region3_Region1	migrationRate	150	uniformS_2.5	3demes	11
0.30650724304437804	Region1	locationFrequency	150	uniformS_2.5	3demes	11
0.5479420556449759	Region2	locationFrequency	150	uniformS_2.5	3demes	11
0.14555070131064612	Region3	locationFrequency	150	uniformS_2.5	3demes	11
1989.358904	NA	mrcaDate	150	uniformS_2.5	3demes	11
Region1	NA	mrcaLocation	150	uniformS_2.5	3demes	11
29.65479500000015	NA	treeHeight	150	uniformS_2.5	3demes	11
1335.0	Region1_Region1	migrationCount	150	maxPerRegion_2.5	3demes	11
16.0	Region1_Region2	migrationCount	150	maxPerRegion_2.5	3demes	11
4.0	Region1_Region3	migrationCount	150	maxPerRegion_2.5	3demes	11
20.0	Region2_Region1	migrationCount	150	maxPerRegion_2.5	3demes	11
1702.0	Region2_Region2	migrationCount	150	maxPerRegion_2.5	3demes	11
8.0	Region2_Region3	migrationCount	150	maxPerRegion_2.5	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegion_2.5	3demes	11
868.0	Region3_Region3	migrationCount	150	maxPerRegion_2.5	3demes	11
NA	Region3_Region1	migrationCount	150	maxPerRegion_2.5	3demes	11
0.12530504974657405	Region1_Region1	migrationRate	150	maxPerRegion_2.5	3demes	11
0.0015017833677492022	Region1_Region2	migrationRate	150	maxPerRegion_2.5	3demes	11
0.00037544584193730055	Region1_Region3	migrationRate	150	maxPerRegion_2.5	3demes	11
0.0018772292096865028	Region2_Region1	migrationRate	150	maxPerRegion_2.5	3demes	11
0.1597522057443214	Region2_Region2	migrationRate	150	maxPerRegion_2.5	3demes	11
0.0007508916838746011	Region2_Region3	migrationRate	150	maxPerRegion_2.5	3demes	11
0.0002815843814529754	Region3_Region2	migrationRate	150	maxPerRegion_2.5	3demes	11
0.08147174770039421	Region3_Region3	migrationRate	150	maxPerRegion_2.5	3demes	11
NA	Region3_Region1	migrationRate	150	maxPerRegion_2.5	3demes	11
0.3425176946410516	Region1	locationFrequency	150	maxPerRegion_2.5	3demes	11
0.4350353892821031	Region2	locationFrequency	150	maxPerRegion_2.5	3demes	11
0.2224469160768453	Region3	locationFrequency	150	maxPerRegion_2.5	3demes	11
1989.791781	NA	mrcaDate	150	maxPerRegion_2.5	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegion_2.5	3demes	11
29.161644000000024	NA	treeHeight	150	maxPerRegion_2.5	3demes	11
1521.0	Region1_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	11
26.0	Region1_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	11
5.0	Region1_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	11
20.0	Region2_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	11
1815.0	Region2_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	11
6.0	Region2_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	11
769.0	Region3_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	11
0.13990066225165562	Region1_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.0023914643119941135	Region1_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.000459896983075791	Region1_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.001839587932303164	Region2_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.16694260485651213	Region2_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.0005518763796909492	Region2_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	11
9.19793966151582e-05	Region3_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.0002759381898454746	Region3_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.07073215599705666	Region3_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	11
0.3701392222755641	Region1	locationFrequency	150	maxPerRegionYear_2.5	3demes	11
0.44263082093134903	Region2	locationFrequency	150	maxPerRegionYear_2.5	3demes	11
0.1872299567930869	Region3	locationFrequency	150	maxPerRegionYear_2.5	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegionYear_2.5	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegionYear_2.5	3demes	11
29.75890400000003	NA	treeHeight	150	maxPerRegionYear_2.5	3demes	11
1099.0	Region1_Region1	migrationCount	150	uniformS_5	3demes	11
32.0	Region1_Region2	migrationCount	150	uniformS_5	3demes	11
2.0	Region1_Region3	migrationCount	150	uniformS_5	3demes	11
18.0	Region2_Region1	migrationCount	150	uniformS_5	3demes	11
2330.0	Region2_Region2	migrationCount	150	uniformS_5	3demes	11
4.0	Region2_Region3	migrationCount	150	uniformS_5	3demes	11
1.0	Region3_Region1	migrationCount	150	uniformS_5	3demes	11
4.0	Region3_Region2	migrationCount	150	uniformS_5	3demes	11
532.0	Region3_Region3	migrationCount	150	uniformS_5	3demes	11
0.10445775116433799	Region1_Region1	migrationRate	150	uniformS_5	3demes	11
0.003041535975667712	Region1_Region2	migrationRate	150	uniformS_5	3demes	11
0.000190095998479232	Region1_Region3	migrationRate	150	uniformS_5	3demes	11
0.001710863986313088	Region2_Region1	migrationRate	150	uniformS_5	3demes	11
0.22146183822830529	Region2_Region2	migrationRate	150	uniformS_5	3demes	11
0.000380191996958464	Region2_Region3	migrationRate	150	uniformS_5	3demes	11
9.5047999239616e-05	Region3_Region1	migrationRate	150	uniformS_5	3demes	11
0.000380191996958464	Region3_Region2	migrationRate	150	uniformS_5	3demes	11
0.05056553559547571	Region3_Region3	migrationRate	150	uniformS_5	3demes	11
0.2779711586275485	Region1	locationFrequency	150	uniformS_5	3demes	11
0.5882645450024864	Region2	locationFrequency	150	uniformS_5	3demes	11
0.1337642963699652	Region3	locationFrequency	150	uniformS_5	3demes	11
1989.791781	NA	mrcaDate	150	uniformS_5	3demes	11
Region1	NA	mrcaLocation	150	uniformS_5	3demes	11
28.79726000000005	NA	treeHeight	150	uniformS_5	3demes	11
1377.0	Region1_Region1	migrationCount	150	maxPerRegion_5	3demes	11
16.0	Region1_Region2	migrationCount	150	maxPerRegion_5	3demes	11
3.0	Region1_Region3	migrationCount	150	maxPerRegion_5	3demes	11
19.0	Region2_Region1	migrationCount	150	maxPerRegion_5	3demes	11
1772.0	Region2_Region2	migrationCount	150	maxPerRegion_5	3demes	11
8.0	Region2_Region3	migrationCount	150	maxPerRegion_5	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegion_5	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegion_5	3demes	11
857.0	Region3_Region3	migrationCount	150	maxPerRegion_5	3demes	11
0.1310554868183116	Region1_Region1	migrationRate	150	maxPerRegion_5	3demes	11
0.0015227943275911296	Region1_Region2	migrationRate	150	maxPerRegion_5	3demes	11
0.0002855239364233368	Region1_Region3	migrationRate	150	maxPerRegion_5	3demes	11
0.0018083182640144665	Region2_Region1	migrationRate	150	maxPerRegion_5	3demes	11
0.16864947178071762	Region2_Region2	migrationRate	150	maxPerRegion_5	3demes	11
0.0007613971637955648	Region2_Region3	migrationRate	150	maxPerRegion_5	3demes	11
9.51746454744456e-05	Region3_Region1	migrationRate	150	maxPerRegion_5	3demes	11
0.0002855239364233368	Region3_Region2	migrationRate	150	maxPerRegion_5	3demes	11
0.08156467117159989	Region3_Region3	migrationRate	150	maxPerRegion_5	3demes	11
0.34442800788954636	Region1	locationFrequency	150	maxPerRegion_5	3demes	11
0.4415680473372781	Region2	locationFrequency	150	maxPerRegion_5	3demes	11
0.21400394477317555	Region3	locationFrequency	150	maxPerRegion_5	3demes	11
1989.791781	NA	mrcaDate	150	maxPerRegion_5	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegion_5	3demes	11
28.75890400000003	NA	treeHeight	150	maxPerRegion_5	3demes	11
1316.0	Region1_Region1	migrationCount	150	maxPerRegionYear_5	3demes	11
21.0	Region1_Region2	migrationCount	150	maxPerRegionYear_5	3demes	11
6.0	Region1_Region3	migrationCount	150	maxPerRegionYear_5	3demes	11
21.0	Region2_Region1	migrationCount	150	maxPerRegionYear_5	3demes	11
1837.0	Region2_Region2	migrationCount	150	maxPerRegionYear_5	3demes	11
6.0	Region2_Region3	migrationCount	150	maxPerRegionYear_5	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegionYear_5	3demes	11
734.0	Region3_Region3	migrationCount	150	maxPerRegionYear_5	3demes	11
NA	Region3_Region1	migrationCount	150	maxPerRegionYear_5	3demes	11
0.12090032154340837	Region1_Region1	migrationRate	150	maxPerRegionYear_5	3demes	11
0.0019292604501607716	Region1_Region2	migrationRate	150	maxPerRegionYear_5	3demes	11
0.0005512172714745062	Region1_Region3	migrationRate	150	maxPerRegionYear_5	3demes	11
0.0019292604501607716	Region2_Region1	migrationRate	150	maxPerRegionYear_5	3demes	11
0.16876435461644465	Region2_Region2	migrationRate	150	maxPerRegionYear_5	3demes	11
0.0005512172714745062	Region2_Region3	migrationRate	150	maxPerRegionYear_5	3demes	11
0.0002756086357372531	Region3_Region2	migrationRate	150	maxPerRegionYear_5	3demes	11
0.06743224621038126	Region3_Region3	migrationRate	150	maxPerRegionYear_5	3demes	11
NA	Region3_Region1	migrationRate	150	maxPerRegionYear_5	3demes	11
0.33899594320486814	Region1	locationFrequency	150	maxPerRegionYear_5	3demes	11
0.47185598377281945	Region2	locationFrequency	150	maxPerRegionYear_5	3demes	11
0.18914807302231237	Region3	locationFrequency	150	maxPerRegionYear_5	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegionYear_5	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegionYear_5	3demes	11
29.79452100000003	NA	treeHeight	150	maxPerRegionYear_5	3demes	11
905.0	Region1_Region1	migrationCount	150	uniformS_10	3demes	11
26.0	Region1_Region2	migrationCount	150	uniformS_10	3demes	11
11.0	Region2_Region1	migrationCount	150	uniformS_10	3demes	11
2682.0	Region2_Region2	migrationCount	150	uniformS_10	3demes	11
3.0	Region2_Region3	migrationCount	150	uniformS_10	3demes	11
3.0	Region3_Region2	migrationCount	150	uniformS_10	3demes	11
297.0	Region3_Region3	migrationCount	150	uniformS_10	3demes	11
NA	Region1_Region3	migrationCount	150	uniformS_10	3demes	11
NA	Region3_Region1	migrationCount	150	uniformS_10	3demes	11
0.08448469006721433	Region1_Region1	migrationRate	150	uniformS_10	3demes	11
0.0024271844660194173	Region1_Region2	migrationRate	150	uniformS_10	3demes	11
0.0010268857356235997	Region2_Region1	migrationRate	150	uniformS_10	3demes	11
0.2503734129947722	Region2_Region2	migrationRate	150	uniformS_10	3demes	11
0.00028005974607916355	Region2_Region3	migrationRate	150	uniformS_10	3demes	11
0.00028005974607916355	Region3_Region2	migrationRate	150	uniformS_10	3demes	11
0.027725914861837193	Region3_Region3	migrationRate	150	uniformS_10	3demes	11
NA	Region1_Region3	migrationRate	150	uniformS_10	3demes	11
NA	Region3_Region1	migrationRate	150	uniformS_10	3demes	11
0.23325693913929207	Region1	locationFrequency	150	uniformS_10	3demes	11
0.6903488668194551	Region2	locationFrequency	150	uniformS_10	3demes	11
0.07639419404125286	Region3	locationFrequency	150	uniformS_10	3demes	11
1989.791781	NA	mrcaDate	150	uniformS_10	3demes	11
Region1	NA	mrcaLocation	150	uniformS_10	3demes	11
29.320548000000144	NA	treeHeight	150	uniformS_10	3demes	11
1507.0	Region1_Region1	migrationCount	150	maxPerRegion_10	3demes	11
17.0	Region1_Region2	migrationCount	150	maxPerRegion_10	3demes	11
3.0	Region1_Region3	migrationCount	150	maxPerRegion_10	3demes	11
19.0	Region2_Region1	migrationCount	150	maxPerRegion_10	3demes	11
1690.0	Region2_Region2	migrationCount	150	maxPerRegion_10	3demes	11
7.0	Region2_Region3	migrationCount	150	maxPerRegion_10	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegion_10	3demes	11
2.0	Region3_Region2	migrationCount	150	maxPerRegion_10	3demes	11
802.0	Region3_Region3	migrationCount	150	maxPerRegion_10	3demes	11
0.13993871297242083	Region1_Region1	migrationRate	150	maxPerRegion_10	3demes	11
0.0015786052558269105	Region1_Region2	migrationRate	150	maxPerRegion_10	3demes	11
0.00027857739808710187	Region1_Region3	migrationRate	150	maxPerRegion_10	3demes	11
0.0017643235212183117	Region2_Region1	migrationRate	150	maxPerRegion_10	3demes	11
0.15693193425573404	Region2_Region2	migrationRate	150	maxPerRegion_10	3demes	11
0.0006500139288699043	Region2_Region3	migrationRate	150	maxPerRegion_10	3demes	11
9.285913269570062e-05	Region3_Region1	migrationRate	150	maxPerRegion_10	3demes	11
0.00018571826539140124	Region3_Region2	migrationRate	150	maxPerRegion_10	3demes	11
0.0744730244219519	Region3_Region3	migrationRate	150	maxPerRegion_10	3demes	11
0.3772233201581028	Region1	locationFrequency	150	maxPerRegion_10	3demes	11
0.42218379446640314	Region2	locationFrequency	150	maxPerRegion_10	3demes	11
0.20059288537549408	Region3	locationFrequency	150	maxPerRegion_10	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegion_10	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegion_10	3demes	11
29.476712000000134	NA	treeHeight	150	maxPerRegion_10	3demes	11
1320.0	Region1_Region1	migrationCount	150	maxPerRegionYear_10	3demes	11
18.0	Region1_Region2	migrationCount	150	maxPerRegionYear_10	3demes	11
4.0	Region1_Region3	migrationCount	150	maxPerRegionYear_10	3demes	11
20.0	Region2_Region1	migrationCount	150	maxPerRegionYear_10	3demes	11
1622.0	Region2_Region2	migrationCount	150	maxPerRegionYear_10	3demes	11
5.0	Region2_Region3	migrationCount	150	maxPerRegionYear_10	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegionYear_10	3demes	11
4.0	Region3_Region2	migrationCount	150	maxPerRegionYear_10	3demes	11
807.0	Region3_Region3	migrationCount	150	maxPerRegionYear_10	3demes	11
0.12143514259429623	Region1_Region1	migrationRate	150	maxPerRegionYear_10	3demes	11
0.001655933762649494	Region1_Region2	migrationRate	150	maxPerRegionYear_10	3demes	11
0.0003679852805887764	Region1_Region3	migrationRate	150	maxPerRegionYear_10	3demes	11
0.0018399264029438822	Region2_Region1	migrationRate	150	maxPerRegionYear_10	3demes	11
0.14921803127874886	Region2_Region2	migrationRate	150	maxPerRegionYear_10	3demes	11
0.00045998160073597056	Region2_Region3	migrationRate	150	maxPerRegionYear_10	3demes	11
9.19963201471941e-05	Region3_Region1	migrationRate	150	maxPerRegionYear_10	3demes	11
0.0003679852805887764	Region3_Region2	migrationRate	150	maxPerRegionYear_10	3demes	11
0.07424103035878565	Region3_Region3	migrationRate	150	maxPerRegionYear_10	3demes	11
0.35280189423835834	Region1	locationFrequency	150	maxPerRegionYear_10	3demes	11
0.4325177584846093	Region2	locationFrequency	150	maxPerRegionYear_10	3demes	11
0.21468034727703236	Region3	locationFrequency	150	maxPerRegionYear_10	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegionYear_10	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegionYear_10	3demes	11
29.753425000000107	NA	treeHeight	150	maxPerRegionYear_10	3demes	11
817.0	Region1_Region1	migrationCount	150	uniformS_20	3demes	11
26.0	Region1_Region2	migrationCount	150	uniformS_20	3demes	11
2.0	Region1_Region3	migrationCount	150	uniformS_20	3demes	11
10.0	Region2_Region1	migrationCount	150	uniformS_20	3demes	11
2672.0	Region2_Region2	migrationCount	150	uniformS_20	3demes	11
3.0	Region2_Region3	migrationCount	150	uniformS_20	3demes	11
4.0	Region3_Region2	migrationCount	150	uniformS_20	3demes	11
381.0	Region3_Region3	migrationCount	150	uniformS_20	3demes	11
NA	Region3_Region1	migrationCount	150	uniformS_20	3demes	11
0.0771191240324712	Region1_Region1	migrationRate	150	uniformS_20	3demes	11
0.002454219369454408	Region1_Region2	migrationRate	150	uniformS_20	3demes	11
0.00018878610534264677	Region1_Region3	migrationRate	150	uniformS_20	3demes	11
0.000943930526713234	Region2_Region1	migrationRate	150	uniformS_20	3demes	11
0.2522182367377761	Region2_Region2	migrationRate	150	uniformS_20	3demes	11
0.0002831791580139702	Region2_Region3	migrationRate	150	uniformS_20	3demes	11
0.00037757221068529355	Region3_Region2	migrationRate	150	uniformS_20	3demes	11
0.03596375306777421	Region3_Region3	migrationRate	150	uniformS_20	3demes	11
NA	Region3_Region1	migrationRate	150	uniformS_20	3demes	11
0.21123882503192848	Region1	locationFrequency	150	uniformS_20	3demes	11
0.6901660280970626	Region2	locationFrequency	150	uniformS_20	3demes	11
0.09859514687100894	Region3	locationFrequency	150	uniformS_20	3demes	11
1989.791781	NA	mrcaDate	150	uniformS_20	3demes	11
Region1	NA	mrcaLocation	150	uniformS_20	3demes	11
28.997260000000097	NA	treeHeight	150	uniformS_20	3demes	11
1240.0	Region1_Region1	migrationCount	150	maxPerRegion_20	3demes	11
15.0	Region1_Region2	migrationCount	150	maxPerRegion_20	3demes	11
3.0	Region1_Region3	migrationCount	150	maxPerRegion_20	3demes	11
20.0	Region2_Region1	migrationCount	150	maxPerRegion_20	3demes	11
1702.0	Region2_Region2	migrationCount	150	maxPerRegion_20	3demes	11
9.0	Region2_Region3	migrationCount	150	maxPerRegion_20	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegion_20	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegion_20	3demes	11
880.0	Region3_Region3	migrationCount	150	maxPerRegion_20	3demes	11
0.11474044600721754	Region1_Region1	migrationRate	150	maxPerRegion_20	3demes	11
0.0013879892662163414	Region1_Region2	migrationRate	150	maxPerRegion_20	3demes	11
0.0002775978532432682	Region1_Region3	migrationRate	150	maxPerRegion_20	3demes	11
0.0018506523549551217	Region2_Region1	migrationRate	150	maxPerRegion_20	3demes	11
0.15749051540668085	Region2_Region2	migrationRate	150	maxPerRegion_20	3demes	11
0.0008327935597298048	Region2_Region3	migrationRate	150	maxPerRegion_20	3demes	11
9.253261774775608e-05	Region3_Region1	migrationRate	150	maxPerRegion_20	3demes	11
0.0002775978532432682	Region3_Region2	migrationRate	150	maxPerRegion_20	3demes	11
0.08142870361802536	Region3_Region3	migrationRate	150	maxPerRegion_20	3demes	11
0.32558739994836045	Region1	locationFrequency	150	maxPerRegion_20	3demes	11
0.44410018073844565	Region2	locationFrequency	150	maxPerRegion_20	3demes	11
0.2303124193131939	Region3	locationFrequency	150	maxPerRegion_20	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegion_20	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegion_20	3demes	11
29.580822000000126	NA	treeHeight	150	maxPerRegion_20	3demes	11
1373.0	Region1_Region1	migrationCount	150	maxPerRegionYear_20	3demes	11
24.0	Region1_Region2	migrationCount	150	maxPerRegionYear_20	3demes	11
3.0	Region1_Region3	migrationCount	150	maxPerRegionYear_20	3demes	11
17.0	Region2_Region1	migrationCount	150	maxPerRegionYear_20	3demes	11
1880.0	Region2_Region2	migrationCount	150	maxPerRegionYear_20	3demes	11
5.0	Region2_Region3	migrationCount	150	maxPerRegionYear_20	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegionYear_20	3demes	11
2.0	Region3_Region2	migrationCount	150	maxPerRegionYear_20	3demes	11
821.0	Region3_Region3	migrationCount	150	maxPerRegionYear_20	3demes	11
0.12626448409049107	Region1_Region1	migrationRate	150	maxPerRegionYear_20	3demes	11
0.002207099503402612	Region1_Region2	migrationRate	150	maxPerRegionYear_20	3demes	11
0.0002758874379253265	Region1_Region3	migrationRate	150	maxPerRegionYear_20	3demes	11
0.0015633621482435166	Region2_Region1	migrationRate	150	maxPerRegionYear_20	3demes	11
0.17288946109987124	Region2_Region2	migrationRate	150	maxPerRegionYear_20	3demes	11
0.0004598123965422108	Region2_Region3	migrationRate	150	maxPerRegionYear_20	3demes	11
9.196247930844215e-05	Region3_Region1	migrationRate	150	maxPerRegionYear_20	3demes	11
0.0001839249586168843	Region3_Region2	migrationRate	150	maxPerRegionYear_20	3demes	11
0.07550119551223101	Region3_Region3	migrationRate	150	maxPerRegionYear_20	3demes	11
0.3371303926320892	Region1	locationFrequency	150	maxPerRegionYear_20	3demes	11
0.4619486185167232	Region2	locationFrequency	150	maxPerRegionYear_20	3demes	11
0.2009209888511876	Region3	locationFrequency	150	maxPerRegionYear_20	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegionYear_20	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegionYear_20	3demes	11
29.764384000000064	NA	treeHeight	150	maxPerRegionYear_20	3demes	11
743.0	Region1_Region1	migrationCount	150	uniformS_50	3demes	11
31.0	Region1_Region2	migrationCount	150	uniformS_50	3demes	11
14.0	Region2_Region1	migrationCount	150	uniformS_50	3demes	11
2668.0	Region2_Region2	migrationCount	150	uniformS_50	3demes	11
3.0	Region2_Region3	migrationCount	150	uniformS_50	3demes	11
3.0	Region3_Region2	migrationCount	150	uniformS_50	3demes	11
231.0	Region3_Region3	migrationCount	150	uniformS_50	3demes	11
NA	Region1_Region3	migrationCount	150	uniformS_50	3demes	11
NA	Region3_Region1	migrationCount	150	uniformS_50	3demes	11
0.07018040993671484	Region1_Region1	migrationRate	150	uniformS_50	3demes	11
0.00292811939170681	Region1_Region2	migrationRate	150	uniformS_50	3demes	11
0.001322376499480495	Region2_Region1	migrationRate	150	uniformS_50	3demes	11
0.2520071786152829	Region2_Region2	migrationRate	150	uniformS_50	3demes	11
0.00028336639274582036	Region2_Region3	migrationRate	150	uniformS_50	3demes	11
0.00028336639274582036	Region3_Region2	migrationRate	150	uniformS_50	3demes	11
0.021819212241428167	Region3_Region3	migrationRate	150	uniformS_50	3demes	11
NA	Region1_Region3	migrationRate	150	uniformS_50	3demes	11
NA	Region3_Region1	migrationRate	150	uniformS_50	3demes	11
0.2049823991334958	Region1	locationFrequency	150	uniformS_50	3demes	11
0.7316544814513946	Region2	locationFrequency	150	uniformS_50	3demes	11
0.06336311941510966	Region3	locationFrequency	150	uniformS_50	3demes	11
1989.547945	NA	mrcaDate	150	uniformS_50	3demes	11
Region1	NA	mrcaLocation	150	uniformS_50	3demes	11
28.978082000000086	NA	treeHeight	150	uniformS_50	3demes	11
1399.0	Region1_Region1	migrationCount	150	maxPerRegion_50	3demes	11
18.0	Region1_Region2	migrationCount	150	maxPerRegion_50	3demes	11
2.0	Region1_Region3	migrationCount	150	maxPerRegion_50	3demes	11
22.0	Region2_Region1	migrationCount	150	maxPerRegion_50	3demes	11
1877.0	Region2_Region2	migrationCount	150	maxPerRegion_50	3demes	11
5.0	Region2_Region3	migrationCount	150	maxPerRegion_50	3demes	11
1.0	Region3_Region1	migrationCount	150	maxPerRegion_50	3demes	11
4.0	Region3_Region2	migrationCount	150	maxPerRegion_50	3demes	11
761.0	Region3_Region3	migrationCount	150	maxPerRegion_50	3demes	11
0.12927370171872113	Region1_Region1	migrationRate	150	maxPerRegion_50	3demes	11
0.0016632785067455184	Region1_Region2	migrationRate	150	maxPerRegion_50	3demes	11
0.00018480872297172427	Region1_Region3	migrationRate	150	maxPerRegion_50	3demes	11
0.002032895952688967	Region2_Region1	migrationRate	150	maxPerRegion_50	3demes	11
0.17344298650896323	Region2_Region2	migrationRate	150	maxPerRegion_50	3demes	11
0.00046202180742931065	Region2_Region3	migrationRate	150	maxPerRegion_50	3demes	11
9.240436148586214e-05	Region3_Region1	migrationRate	150	maxPerRegion_50	3demes	11
0.00036961744594344855	Region3_Region2	migrationRate	150	maxPerRegion_50	3demes	11
0.07031971909074108	Region3_Region3	migrationRate	150	maxPerRegion_50	3demes	11
0.34776228906823187	Region1	locationFrequency	150	maxPerRegion_50	3demes	11
0.4644167278063096	Region2	locationFrequency	150	maxPerRegion_50	3demes	11
0.18782098312545856	Region3	locationFrequency	150	maxPerRegion_50	3demes	11
1989.358904	NA	mrcaDate	150	maxPerRegion_50	3demes	11
Region1	NA	mrcaLocation	150	maxPerRegion_50	3demes	11
29.62191800000005	NA	treeHeight	150	maxPerRegion_50	3demes	11
1434.0	Region1_Region1	migrationCount	150	maxPerRegionYear_50	3demes	11
24.0	Region1_Region2	migrationCount	150	maxPerRegionYear_50	3demes	11
2.0	Region1_Region3	migrationCount	150	maxPerRegionYear_50	3demes	11
19.0	Region2_Region1	migrationCount	150	maxPerRegionYear_50	3demes	11
1939.0	Region2_Region2	migrationCount	150	maxPerRegionYear_50	3demes	11
6.0	Region2_Region3	migrationCount	150	maxPerRegionYear_50	3demes	11
3.0	Region3_Region2	migrationCount	150	maxPerRegionYear_50	3demes	11
647.0	Region3_Region3	migrationCount	150	maxPerRegionYear_50	3demes	11
NA	Region3_Region1	migrationCount	150	maxPerRegionYear_50	3demes	11
0.13223902618959793	Region1_Region1	migrationRate	150	maxPerRegionYear_50	3demes	11
0.0022132054592401327	Region1_Region2	migrationRate	150	maxPerRegionYear_50	3demes	11
0.00018443378827001107	Region1_Region3	migrationRate	150	maxPerRegionYear_50	3demes	11
0.0017521209885651052	Region2_Region1	migrationRate	150	maxPerRegionYear_50	3demes	11
0.17880855772777574	Region2_Region2	migrationRate	150	maxPerRegionYear_50	3demes	11
0.0005533013648100332	Region2_Region3	migrationRate	150	maxPerRegionYear_50	3demes	11
0.0002766506824050166	Region3_Region2	migrationRate	150	maxPerRegionYear_50	3demes	11
0.05966433050534858	Region3_Region3	migrationRate	150	maxPerRegionYear_50	3demes	11
NA	Region3_Region1	migrationRate	150	maxPerRegionYear_50	3demes	11
0.35665193912616594	Region1	locationFrequency	150	maxPerRegionYear_50	3demes	11
0.48257241040746196	Region2	locationFrequency	150	maxPerRegionYear_50	3demes	11
