parameterChar	value	parameter	nSeq	protocol	matrix	nSim
Region3_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region4_Region6	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region4_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region5_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region5_Region3	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region5_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region7_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region7_Region2	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region7_Region3	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region7_Region4	NA	migrationCount	150	maxPerRegionYear	migrationrates	4
Region1_Region1	1.8692346173086543	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region2	0.011005502751375688	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region3	0.00020010005002501252	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region4	0.00020010005002501252	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region5	0.00030015007503751874	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region6	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region1	0.015707853926963482	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region2	1.4931465732866434	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region3	0.01470735367683842	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region4	0.010705352676338169	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region5	0.0065032516258129065	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region6	0.0017008504252126063	migrationRate	150	maxPerRegionYear	migrationrates	4
Region2_Region7	0.00030015007503751874	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region2	0.0065032516258129065	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region3	1.7720860430215108	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region4	0.004402201100550275	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region5	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region1	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region2	0.00040020010005002504	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region3	0.0016008004002001002	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region4	0.600200100050025	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region5	0.003101550775387694	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region2	0.0005002501250625312	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region4	0.0017008504252126063	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region5	0.41330665332666333	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region6	0.00040020010005002504	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region1	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region2	0.00020010005002501252	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region3	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region4	0.00040020010005002504	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region5	0.0019009504752376188	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region6	0.615807903951976	migrationRate	150	maxPerRegionYear	migrationrates	4
Region6_Region7	0.0009004502251125563	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region5	0.00010005002501250626	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region6	0.0011005502751375688	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region7	0.6498249124562281	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region6	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region3_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region6	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region4_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region3	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region5_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region2	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region3	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region7_Region4	NA	migrationRate	150	maxPerRegionYear	migrationrates	4
Region1	0.2513976170462581	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region2	0.20160375722157733	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region3	0.23853553749883255	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region4	0.08236267328450013	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region5	0.05671856862666613	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region6	0.08256280937704305	locationFrequency	150	maxPerRegionYear	migrationrates	4
Region7	0.08681903694512268	locationFrequency	150	maxPerRegionYear	migrationrates	4
NA	1990.1808219999998	mrcaDate	150	maxPerRegionYear	migrationrates	4
NA	Region1	mrcaLocation	150	maxPerRegionYear	migrationrates	4
NA	27.356164000000035	treeHeight	150	maxPerRegionYear	migrationrates	4
Region1_Region1	18693.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region2	110.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region3	2.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region4	2.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region5	3.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region6	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region1	157.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region2	14924.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region3	147.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region4	107.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region5	65.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region6	17.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region2_Region7	3.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region2	65.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region3	17712.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region4	44.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region5	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region1	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region2	4.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region3	16.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region4	5999.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region5	31.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region2	5.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region4	17.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region5	4131.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region6	4.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region1	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region2	2.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region3	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region4	4.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region5	19.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region6	6173.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region6_Region7	9.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region5	1.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region6	11.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region7	6504.0	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region6	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region3_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region6	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region4_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region3	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region5_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region2	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region3	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region7_Region4	NA	migrationCount	500	maxPerRegionYear	migrationrates	4
Region1_Region1	1.8453109575518263	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region2	0.01085883514313919	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region3	0.00019743336623889436	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region4	0.00019743336623889436	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region5	0.00029615004935834154	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region6	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region1	0.015498519249753208	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region2	1.4732477788746299	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region3	0.014511352418558736	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region4	0.010562685093780848	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region5	0.006416584402764067	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region6	0.0016781836130306022	migrationRate	500	maxPerRegionYear	migrationrates	4
Region2_Region7	0.00029615004935834154	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region2	0.006416584402764067	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region3	1.7484698914116485	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region4	0.004343534057255676	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region5	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region1	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region2	0.0003948667324777887	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region3	0.0015794669299111549	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region4	0.5922013820335637	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region5	0.003060217176702863	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region2	0.0004935834155972359	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region4	0.0016781836130306022	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region5	0.40779861796643635	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region6	0.0003948667324777887	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region1	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region2	0.00019743336623889436	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region3	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region4	0.0003948667324777887	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region5	0.0018756169792694965	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region6	0.6093780848963475	migrationRate	500	maxPerRegionYear	migrationrates	4
Region6_Region7	0.0008884501480750247	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region5	9.871668311944718e-05	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region6	0.001085883514313919	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region7	0.6420533070088845	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1_Region7	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region1	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region6	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region3_Region7	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region6	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region4_Region7	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region1	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region3	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region5_Region7	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region1	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region2	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region3	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region7_Region4	NA	migrationRate	500	maxPerRegionYear	migrationrates	4
Region1	0.25140692929346814	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region2	0.2015042807990825	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region3	0.238417837996426	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region4	0.0823220334462433	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region5	0.05669058224201851	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region6	0.08276211559491105	locationFrequency	500	maxPerRegionYear	migrationrates	4
Region7	0.08689622062785053	locationFrequency	500	maxPerRegionYear	migrationrates	4
NA	1990.057534	mrcaDate	500	maxPerRegionYear	migrationrates	4
NA	Region1	mrcaLocation	500	maxPerRegionYear	migrationrates	4
NA	27.726028000000042	treeHeight	500	maxPerRegionYear	migrationrates	4
Region1_Region1	18693.0	migrationCount	150	uniform	migrationrates	4
Region1_Region2	110.0	migrationCount	150	uniform	migrationrates	4
Region1_Region3	2.0	migrationCount	150	uniform	migrationrates	4
Region1_Region4	2.0	migrationCount	150	uniform	migrationrates	4
Region1_Region5	3.0	migrationCount	150	uniform	migrationrates	4
Region1_Region6	1.0	migrationCount	150	uniform	migrationrates	4
Region2_Region1	157.0	migrationCount	150	uniform	migrationrates	4
Region2_Region2	14924.0	migrationCount	150	uniform	migrationrates	4
Region2_Region3	147.0	migrationCount	150	uniform	migrationrates	4
Region2_Region4	107.0	migrationCount	150	uniform	migrationrates	4
Region2_Region5	65.0	migrationCount	150	uniform	migrationrates	4
Region2_Region6	17.0	migrationCount	150	uniform	migrationrates	4
Region2_Region7	3.0	migrationCount	150	uniform	migrationrates	4
Region3_Region2	65.0	migrationCount	150	uniform	migrationrates	4
Region3_Region3	17712.0	migrationCount	150	uniform	migrationrates	4
Region3_Region4	44.0	migrationCount	150	uniform	migrationrates	4
Region3_Region5	1.0	migrationCount	150	uniform	migrationrates	4
Region4_Region1	1.0	migrationCount	150	uniform	migrationrates	4
Region4_Region2	4.0	migrationCount	150	uniform	migrationrates	4
Region4_Region3	16.0	migrationCount	150	uniform	migrationrates	4
Region4_Region4	5999.0	migrationCount	150	uniform	migrationrates	4
Region4_Region5	31.0	migrationCount	150	uniform	migrationrates	4
Region5_Region2	5.0	migrationCount	150	uniform	migrationrates	4
Region5_Region4	17.0	migrationCount	150	uniform	migrationrates	4
Region5_Region5	4131.0	migrationCount	150	uniform	migrationrates	4
Region5_Region6	4.0	migrationCount	150	uniform	migrationrates	4
Region6_Region1	1.0	migrationCount	150	uniform	migrationrates	4
Region6_Region2	2.0	migrationCount	150	uniform	migrationrates	4
Region6_Region3	1.0	migrationCount	150	uniform	migrationrates	4
Region6_Region4	4.0	migrationCount	150	uniform	migrationrates	4
Region6_Region5	19.0	migrationCount	150	uniform	migrationrates	4
Region6_Region6	6176.0	migrationCount	150	uniform	migrationrates	4
Region6_Region7	9.0	migrationCount	150	uniform	migrationrates	4
Region7_Region5	1.0	migrationCount	150	uniform	migrationrates	4
Region7_Region6	11.0	migrationCount	150	uniform	migrationrates	4
Region7_Region7	6534.0	migrationCount	150	uniform	migrationrates	4
Region1_Region7	NA	migrationCount	150	uniform	migrationrates	4
Region3_Region1	NA	migrationCount	150	uniform	migrationrates	4
Region3_Region6	NA	migrationCount	150	uniform	migrationrates	4
Region3_Region7	NA	migrationCount	150	uniform	migrationrates	4
Region4_Region6	NA	migrationCount	150	uniform	migrationrates	4
Region4_Region7	NA	migrationCount	150	uniform	migrationrates	4
Region5_Region1	NA	migrationCount	150	uniform	migrationrates	4
Region5_Region3	NA	migrationCount	150	uniform	migrationrates	4
Region5_Region7	NA	migrationCount	150	uniform	migrationrates	4
Region7_Region1	NA	migrationCount	150	uniform	migrationrates	4
Region7_Region2	NA	migrationCount	150	uniform	migrationrates	4
